SoPlex version 4.0.0 [mode: optimized] [precision: 8 byte] [rational: GMP 6.1.2] [githash: 82cab95]
Copyright (c) 1996-2018 Konrad-Zuse-Zentrum fuer Informationstechnik Berlin (ZIB)

int:simplifier = 0
int:scaler = 5
int:readmode = 1
int:solvemode = 2
int:checkmode = 2
real:feastol = 1.00000000e-20
real:opttol = 1.00000000e-20
real:timelimit = 3.00000000e+02

Reading (rational) LP file <Simulation.lp> . . .
Reading took 0.88 seconds.

LP has 16976 rows 21424 columns and 116419 nonzeros.

Initial floating-point solve . . .
Least squares LP scaling

type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    1.6 |    6675 |    34 | 1.39e-01 |  1.00e+03 | 1.12709140e-02
  L  |    1.7 |    6875 |    35 | 1.39e-01 |  5.22e+02 | 9.30056222e-03
  L  |    1.8 |    7075 |    36 | 1.39e-01 |  2.40e+02 | 8.01585233e-03
  L  |    1.9 |    7275 |    37 | 1.39e-01 |  1.46e+02 | 7.42743468e-03
  L  |    2.0 |    7475 |    38 | 1.40e-01 |  3.36e+01 | 5.74113902e-03
  L  |    2.1 |    7675 |    39 | 1.40e-01 |  4.30e+01 | 5.28363884e-03
  L  |    2.2 |    7875 |    40 | 1.40e-01 |  1.52e+01 | 5.21451793e-03
  L  |    2.3 |    8075 |    41 | 1.40e-01 |  1.24e+01 | 5.16142125e-03
  L  |    2.4 |    8275 |    42 | 1.40e-01 |  9.79e+00 | 5.07520543e-03
  L  |    2.5 |    8475 |    43 | 1.40e-01 |  1.03e+01 | 4.96759730e-03
  L  |    2.5 |    8675 |    44 | 1.40e-01 |  7.80e+00 | 4.88705959e-03
  L  |    2.7 |    8875 |    45 | 1.40e-01 |  8.29e+00 | 4.84808218e-03
  L  |    2.8 |    9075 |    46 | 1.40e-01 |  1.41e+01 | 4.68948615e-03
  L  |    2.9 |    9275 |    47 | 1.40e-01 |  1.33e+02 | 4.41375083e-03
  L  |    3.0 |    9475 |    48 | 1.40e-01 |  5.62e+00 | 4.28320878e-03
  L  |    3.0 |    9675 |    49 | 1.41e-01 |  6.71e+00 | 4.15642983e-03
  L  |    3.2 |    9875 |    50 | 1.41e-01 |  9.24e+00 | 4.09691388e-03
 --- initializing steepest edge multipliers
 --- active pricer: SteepEx
  L  |    3.9 |   10075 |    51 | 1.41e-01 |  1.31e+00 | 3.60342097e-03
  L  |    4.1 |   10275 |    52 | 1.41e-01 |  6.45e+01 | 3.41314931e-03
  L  |    4.3 |   10475 |    53 | 1.41e-01 |  2.98e+01 | 3.31555179e-03
  L  |    4.5 |   10675 |    54 | 1.41e-01 |  1.18e+02 | 3.08989676e-03
  L  |    4.7 |   10875 |    55 | 1.41e-01 |  1.17e+02 | 2.97417065e-03
  L  |    4.8 |   11075 |    56 | 1.41e-01 |  1.72e+00 | 2.63890532e-03
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    4.9 |   11275 |    57 | 1.41e-01 |  3.90e+00 | 2.23422358e-03
  L  |    5.0 |   11475 |    58 | 1.41e-01 |  2.47e+00 | 2.00677822e-03
  L  |    5.2 |   11675 |    59 | 1.41e-01 |  9.11e-01 | 1.90456352e-03
  L  |    5.3 |   11875 |    60 | 1.41e-01 |  2.63e+01 | 1.83207625e-03
  L  |    5.5 |   12075 |    61 | 1.41e-01 |  4.62e+01 | 1.79889096e-03
  L  |    5.7 |   12275 |    62 | 1.42e-01 |  3.92e+00 | 1.78515524e-03
  L  |    5.9 |   12475 |    63 | 1.42e-01 |  2.59e+01 | 1.73961181e-03
  L  |    6.1 |   12675 |    64 | 1.42e-01 |  2.39e+01 | 1.67264917e-03
  L  |    6.4 |   12875 |    65 | 1.43e-01 |  9.77e+01 | 1.38952574e-03
  L  |    6.6 |   13044 |    66 | 1.43e-01 |  1.41e+05 | -5.73986377e-02
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |    6.7 |   13096 |    67 | 0.00e+00 |  3.53e-04 | -1.04857600e+06
  E  |    6.7 |   13108 |    67 | 0.00e+00 |  1.67e-04 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |    8.2 |   13113 |    68 | 2.48e-03 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |    8.2 |   13113 |    68 | 0.00e+00 |  1.96e-04 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |    9.6 |   13123 |    69 | 1.24e-03 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |    9.6 |   13123 |    69 | 0.00e+00 |  1.53e-04 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |   11.0 |   13137 |    70 | 2.60e-04 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |   11.0 |   13137 |    70 | 0.00e+00 |  2.94e-05 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |   12.4 |   13143 |    71 | 1.65e-03 |  0.00e+00 | -1.04857600e+06
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |   12.4 |   13143 |    71 | 0.00e+00 |  7.97e-05 | -1.04857600e+06
Caught exception <XSOLVE14 Abort solving due to looping> while solving real LP.

Relaxing tolerances.
Least squares LP scaling

 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |    0.0 |       0 |     1 | 1.00e+07 |  0.00e+00 | 0.00000000e+00
 --- active pricer: Devex
  L  |    0.0 |       0 |     1 | 0.00e+00 |  1.00e+07 | 0.00000000e+00
  L  |    0.0 |     134 |     1 | 0.00e+00 |  1.92e+06 | 0.00000000e+00
  L  |    0.0 |     334 |     2 | 0.00e+00 |  1.77e+06 | 0.00000000e+00
  L  |    0.0 |     534 |     3 | 0.00e+00 |  2.23e+06 | 0.00000000e+00
  L  |    0.0 |     734 |     4 | 0.00e+00 |  1.42e+06 | 0.00000000e+00
  L  |    0.0 |     934 |     5 | 0.00e+00 |  1.05e+06 | 0.00000000e+00
  L  |    0.1 |    1134 |     6 | 0.00e+00 |  9.43e+05 | 0.00000000e+00
  L  |    0.1 |    1334 |     7 | 0.00e+00 |  1.04e+06 | 0.00000000e+00
  L  |    0.1 |    1534 |     8 | 0.00e+00 |  6.82e+05 | 0.00000000e+00
  L  |    0.1 |    1734 |     9 | 0.00e+00 |  9.69e+05 | 0.00000000e+00
  L  |    0.1 |    1934 |    10 | 0.00e+00 |  1.41e+06 | 0.00000000e+00
  L  |    0.1 |    2134 |    11 | 0.00e+00 |  5.93e+05 | 0.00000000e+00
  L  |    0.1 |    2334 |    12 | 3.94e+00 |  5.57e+05 | 3.07673709e+02
  L  |    0.2 |    2534 |    13 | 3.96e+00 |  4.10e+05 | 2.40091516e+02
  L  |    0.2 |    2734 |    14 | 4.15e+00 |  5.18e+05 | 2.22450718e+02
  L  |    0.2 |    2934 |    15 | 4.38e+00 |  3.26e+05 | 2.10306869e+02
  L  |    0.3 |    3134 |    16 | 4.47e+00 |  2.52e+05 | 1.78168605e+02
  L  |    0.4 |    3334 |    17 | 4.56e+00 |  1.72e+05 | 1.72913704e+02
  L  |    0.4 |    3534 |    18 | 4.76e+00 |  1.43e+05 | 1.85378113e+02
  L  |    0.4 |    3734 |    19 | 4.84e+00 |  1.06e+05 | 1.91179472e+02
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    0.5 |    3934 |    20 | 5.08e+00 |  6.64e+04 | 1.89167330e+02
  L  |    0.5 |    4134 |    21 | 5.22e+00 |  3.89e+04 | 1.85546282e+02
  L  |    0.6 |    4334 |    22 | 5.46e+00 |  6.88e+04 | 1.81488170e+02
  L  |    0.7 |    4534 |    23 | 5.71e+00 |  1.01e+05 | 1.79180034e+02
  L  |    0.7 |    4734 |    24 | 6.42e+00 |  4.31e+04 | 1.71272884e+02
  L  |    0.8 |    4934 |    25 | 6.96e+00 |  7.17e+04 | 1.64039362e+02
  L  |    0.9 |    5134 |    26 | 7.18e+00 |  4.24e+04 | 9.79521512e+01
  L  |    0.9 |    5334 |    27 | 8.01e+00 |  3.81e+04 | 1.91669940e+01
  L  |    1.0 |    5534 |    28 | 8.23e+00 |  2.35e+04 | 1.63253396e+01
  L  |    1.1 |    5734 |    29 | 8.55e+00 |  6.20e+02 | 2.00061491e+01
  L  |    1.2 |    5934 |    30 | 8.71e+00 |  3.24e+03 | 1.49639714e+01
  L  |    1.2 |    6134 |    31 | 8.93e+00 |  2.99e+03 | 1.07732841e+01
  L  |    1.3 |    6334 |    32 | 9.16e+00 |  7.26e+02 | 9.25720527e+00
  L  |    1.4 |    6534 |    33 | 9.28e+00 |  1.31e+03 | 6.60307550e+00
  L  |    1.5 |    6734 |    34 | 9.35e+00 |  7.33e+02 | 4.67333988e+00
  L  |    1.6 |    6934 |    35 | 9.47e+00 |  2.90e+02 | 3.13852020e+00
  L  |    1.7 |    7134 |    36 | 9.51e+00 |  3.73e+02 | 2.49415311e+00
  L  |    1.7 |    7334 |    37 | 9.63e+00 |  2.71e+02 | 2.36538273e+00
  L  |    1.8 |    7534 |    38 | 9.66e+00 |  3.68e+02 | 2.23223673e+00
  L  |    1.9 |    7734 |    39 | 9.80e+00 |  2.67e+02 | 1.76947556e+00
  L  |    2.0 |    7934 |    40 | 1.01e+01 |  1.44e+02 | 1.06179510e+00
  L  |    2.1 |    8134 |    41 | 1.01e+01 |  3.05e+02 | 6.10846772e-01
  L  |    2.2 |    8334 |    42 | 1.03e+01 |  1.81e+02 | 4.11569801e-01
  L  |    2.3 |    8534 |    43 | 1.03e+01 |  1.95e+02 | 3.23356347e-01
  L  |    2.4 |    8734 |    44 | 1.04e+01 |  2.41e+02 | 2.69010956e-01
  L  |    2.5 |    8934 |    45 | 1.05e+01 |  4.33e+01 | 2.27455253e-01
  L  |    2.6 |    9134 |    46 | 1.06e+01 |  2.41e+01 | 2.09594858e-01
  L  |    2.7 |    9334 |    47 | 1.08e+01 |  2.89e+01 | 2.02619779e-01
  L  |    2.9 |    9534 |    48 | 1.08e+01 |  9.50e+00 | 2.00788984e-01
  L  |    3.0 |    9734 |    49 | 1.09e+01 |  1.14e+01 | 1.95672993e-01
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    3.1 |    9934 |    50 | 1.10e+01 |  4.86e+00 | 1.88316652e-01
 --- initializing steepest edge multipliers
 --- active pricer: SteepEx
  L  |    3.9 |   10134 |    51 | 1.11e+01 |  3.67e+00 | 1.74309467e-01
  L  |    4.0 |   10334 |    52 | 1.13e+01 |  1.48e+00 | 1.71041607e-01
  L  |    4.2 |   10534 |    53 | 1.13e+01 |  2.33e+00 | 1.58369545e-01
  L  |    4.4 |   10734 |    54 | 1.15e+01 |  1.81e+01 | 1.39346503e-01
  L  |    4.5 |   10934 |    55 | 1.17e+01 |  2.98e+01 | 1.19007046e-01
  L  |    4.7 |   11134 |    56 | 1.22e+01 |  4.67e+01 | 2.53616751e-01
  L  |    5.0 |   11334 |    57 | 1.29e+01 |  7.43e+01 | 1.54581398e-01
  L  |    5.2 |   11534 |    58 | 1.46e+01 |  3.67e+01 | 1.56840895e+01
  L  |    5.3 |   11734 |    59 | 1.57e+01 |  5.62e+01 | 1.57902943e+01
  L  |    5.5 |   11934 |    60 | 1.64e+01 |  6.50e+01 | 1.57084752e+01
  L  |    5.7 |   12134 |    61 | 1.74e+01 |  1.99e+01 | 1.57517717e+01
  L  |    5.9 |   12334 |    62 | 1.89e+01 |  4.18e+00 | 1.58625683e+01
  L  |    6.1 |   12534 |    63 | 1.97e+01 |  6.51e+01 | 1.58013646e+01
  L  |    6.3 |   12734 |    64 | 2.03e+01 |  3.50e+01 | 1.59275565e+01
  L  |    6.6 |   12934 |    65 | 2.09e+01 |  5.84e+01 | 1.52563141e+01
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |    6.7 |   12975 |    67 | 0.00e+00 |  0.00e+00 | -1.04857600e+06
  E  |    6.7 |   12975 |    67 | 0.00e+00 |  0.00e+00 | -1.04857600e+06

Floating-point optimal.
Max. bound violation = 5703/1152921504606846976
Max. row violation = 336147568192353203827751588027437/1267650600228229401496703205376000000000000000
Max. reduced cost violation = 76776597846415998639/87960930222080000000000000
Max. dual violation = 0
Performing rational reconstruction . . .
Reconstructed solution dual infeasible (4).
Refined floating-point solve . . .

 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |    1.3 |       0 |     1 | 0.00e+00 |  0.00e+00 | 3.09694553e-10
 --- active pricer: Devex
  L  |    1.3 |       0 |     1 | 0.00e+00 |  0.00e+00 | 3.09694553e-10

Floating-point optimal.
Max. bound violation = 249689/38685626227668133590597632
Max. row violation = 171951/316912650057057350374175801344
Max. reduced cost violation = 8462205399797559159449/18889465931478580854784000000000000000
Max. dual violation = 0
Performing rational reconstruction . . .
Reconstructed solution dual infeasible (4).
Refined floating-point solve . . .

  L  |    0.0 |       0 |     0 | 0.00e+00 |  0.00e+00 | 6.87438840e-13
  L  |    0.0 |       0 |     0 | 0.00e+00 |  0.00e+00 | 6.87438840e-13

Floating-point optimal.
Max. bound violation = 207425/21778071482940061661655974875633165533184
Max. row violation = 259281/10889035741470030830827987437816582766592
Max. reduced cost violation = 447898720706262793893/81129638414606681695789005144064000000000000000
Max. dual violation = 0
Tolerances reached.
Primal infeasible.  Dual Farkas ray available.

SoPlex status       : problem is solved [infeasible]
Solving time (sec)  : 228.95
Iterations          : 280252
Objective value     : -1.00000000e+100

No primal information available.
Could not check primal solution.
Could not check dual solution.

Statistics
==========

SoPlex status       : problem is solved [infeasible]
Original problem    : 
  Columns           : 21424
              boxed : 43
        lower bound : 21381
        upper bound : 0
               free : 0
  Rows              : 16976
              equal : 16975
             ranged : 0
                lhs : 0
                rhs : 1
               free : 0
  Nonzeros          : 116419
         per column : 5.43404593
            per row : 6.85785815
           sparsity : 0.00032010
    min. abs. value : 0.00000017
    max. abs. value : 50684210526.31576538
Objective sense     : maximize
Solution (rational) : 
  Objective value   : -10000000000000000159028911097599180468360808563945281389781327557747838772170381060813469985856815104
Size (base 2/10)    : 
  Total primal      : 0 / 0
  Total dual        : 2354517 / 730569
  DLCM primal       : 0 / 0
  DLCM dual         : 147 / 45
  DMAX primal       : 0 / 0
  DMAX dual         : 147 / 45
Violation (rational): 
  Max/sum bound     : - / -
  Max/sum row       : - / -
  Max/sum redcost   : - / -
  Max/sum dual      : - / -
Total time          : 229.82
  Reading           : 0.87
  Solving           : 228.95
  Preprocessing     : 0.00 (0.00% of solving time)
  Simplex           : 227.18 (99.23% of solving time)
  Synchronization   : 0.22 (0.10% of solving time)
  Transformation    : 0.01 (0.00% of solving time)
  Rational          : 0.30 (0.13% of solving time)
  Other             : 1.24 (0.54% of solving time)
Refinements         : 4
  Stalling          : 2
  Pivoting          : 2
  Feasibility       : 4
  Unboundedness     : 0
Iterations          : 280252
  From scratch      : 280252 (100.00%)
  From basis        : 0 (0.00%)
  Primal            : 2984 (1.06%)
  Dual              : 277268 (98.94%)
  Bound flips       : 0
  Sol. polishing    : 0
LU factorizations   : 1603
  Factor. frequency : 174.83 iterations per factorization
  Factor. time      : 5.51
LU solves           : 2334149
  Solve frequency   : 8.33 solves per iteration
  Solve time        : 102.55
Rat. factorizations : 0
  Rat. factor. time : 0.00
  Rat. solve time   : 0.00
Rat. reconstructions: 4
  Rat. rec. time    : 0.12
Degeneracy          : 
  Primal Pivots     : 3553
  Dual Pivots       : 56411
  Primal Candidates : 0
  Dual Candidates   : 0
  Average Primal    : 0.00
  Average Dual      : 0.00
Numerics            :
  Condition Number  : 0.00000000e+00
